date,contract,kwh,status,v2_segment,v3_segment,v2_cost,v3_cost,v2_method,v3_method,reason,flags
2026-07-22,2wzfba-oomi-oy-oomi-vakaa,2000,changed,open_ended,open_ended,337.52,293.3091221774193,hold_current_supplier_price,supplier_adjusted_forward_premium,,canonical_omitted_no_covering_source_observation|historical_episode_id_3422|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T10:25:11+00:00|historical_interpretation_id_3422|lower_confidence_energy_episode_proxy|missing_own_reference_using_comparable_premium|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_uses_comparable_forward_premium
2026-07-22,2wzfba-oomi-oy-oomi-vakaa,5000,changed,open_ended,open_ended,754.52,643.9928054435484,hold_current_supplier_price,supplier_adjusted_forward_premium,,canonical_omitted_no_covering_source_observation|historical_episode_id_3422|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T10:25:11+00:00|historical_interpretation_id_3422|lower_confidence_energy_episode_proxy|missing_own_reference_using_comparable_premium|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_uses_comparable_forward_premium
2026-07-22,2wzfba-oomi-oy-oomi-vakaa,18000,changed,open_ended,open_ended,2561.52,2163.6220995967738,hold_current_supplier_price,supplier_adjusted_forward_premium,,canonical_omitted_no_covering_source_observation|historical_episode_id_3422|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T10:25:11+00:00|historical_interpretation_id_3422|lower_confidence_energy_episode_proxy|missing_own_reference_using_comparable_premium|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_uses_comparable_forward_premium
2026-07-22,4jxjsu-vihrea-alyenergia-oy-vakaa-valinta,2000,changed,open_ended,open_ended,167.68,261.92874569892473,hold_current_supplier_price,supplier_adjusted_forward_curve_shift,,canonical_omitted_no_covering_source_observation|forward_month_from_quarter_contract|historical_episode_id_3506|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T11:04:02+00:00|historical_interpretation_id_3506|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_shifted_on_forward_curve
2026-07-22,4rzdsm-lammaisten-energia-oy-toimitusvelvollinen-yleissahko,2000,changed,open_ended,open_ended,336.6,288.49664905913977,hold_current_supplier_price,supplier_adjusted_forward_premium,,calendar_gap_within_observed_price_episode|canonical_omitted_no_covering_source_observation|historical_episode_id_3525|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T11:12:52+00:00|historical_interpretation_id_3525|lower_confidence_energy_episode_proxy|missing_own_reference_using_comparable_premium|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_uses_comparable_forward_premium
2026-07-22,4rzdsm-lammaisten-energia-oy-toimitusvelvollinen-yleissahko,5000,changed,open_ended,open_ended,759.6,639.3416226478494,hold_current_supplier_price,supplier_adjusted_forward_premium,,calendar_gap_within_observed_price_episode|canonical_omitted_no_covering_source_observation|historical_episode_id_3525|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T11:12:52+00:00|historical_interpretation_id_3525|lower_confidence_energy_episode_proxy|missing_own_reference_using_comparable_premium|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_uses_comparable_forward_premium
2026-07-22,4rzdsm-lammaisten-energia-oy-toimitusvelvollinen-yleissahko,18000,changed,open_ended,open_ended,2592.6,2159.6698415322576,hold_current_supplier_price,supplier_adjusted_forward_premium,,calendar_gap_within_observed_price_episode|canonical_omitted_no_covering_source_observation|historical_episode_id_3525|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T11:12:52+00:00|historical_interpretation_id_3525|lower_confidence_energy_episode_proxy|missing_own_reference_using_comparable_premium|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_uses_comparable_forward_premium
2026-07-22,68g91h-keuruun-sahko-oy-yosahko,2000,changed,open_ended,open_ended,286.89,276.4857134408602,hold_current_supplier_price,supplier_adjusted_forward_premium,,calendar_gap_within_observed_price_episode|canonical_omitted_no_covering_source_observation|historical_episode_id_3616|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T11:53:52+00:00|historical_interpretation_id_3616|lower_confidence_energy_episode_proxy|missing_own_reference_using_comparable_premium|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_uses_comparable_forward_premium
2026-07-22,68g91h-keuruun-sahko-oy-yosahko,5000,changed,open_ended,open_ended,635.325,609.3142836021505,hold_current_supplier_price,supplier_adjusted_forward_premium,,calendar_gap_within_observed_price_episode|canonical_omitted_no_covering_source_observation|historical_episode_id_3616|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T11:53:52+00:00|historical_interpretation_id_3616|lower_confidence_energy_episode_proxy|missing_own_reference_using_comparable_premium|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_uses_comparable_forward_premium
2026-07-22,68g91h-keuruun-sahko-oy-yosahko,18000,changed,open_ended,open_ended,2145.21,2051.5714209677417,hold_current_supplier_price,supplier_adjusted_forward_premium,,calendar_gap_within_observed_price_episode|canonical_omitted_no_covering_source_observation|historical_episode_id_3616|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_exact_contract_only|historical_household_statistics_scope_assumed|historical_interpretation_completed_at_2026-08-07T11:53:52+00:00|historical_interpretation_id_3616|lower_confidence_energy_episode_proxy|missing_own_reference_using_comparable_premium|price_episode_left_censored|price_episode_observed_proxy|price_episode_uses_dedicated_historical_interpretation|retrospective_historical_interpretation|supplier_adjusted_monthly_fee_held_flat|supplier_adjusted_tail_uses_comparable_forward_premium
